   name,Character,r0le,TITLE,  Type,release Year,genres,imdb sc0re,imdb v0tes
Maurice Argent,Sid Kleinman,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Jo De Winter,Miss Willis,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Craig Kelly,Sgt. Reineke,ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Albert Popwell,Bank Robber (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Joy Carlin,Communications Secretary (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Bill Couch,Suicide Jumper (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Diana Davidson,Swimmer (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Vince Deadrick Sr.,Pedestrian (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Chuck Dorsett,TV Watcher (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Al Dunlap,Man in Jaffe's Cafe (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Larry Duran,(uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
George Fargo,Homicide Detective (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Lois Foraker,Hot Mary (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Max Gail,Tunnel Hoodlum (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
John Garber,Tunnel Hoodlum (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Christopher Pray,Tunnel Hoodlum (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Eddie Garrett,Policeman (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
James W. Gavin,Helicopter Pilot (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
David Gilliam,Homosexual (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Don Haggerty,Minor Role (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Scott Hale,Newsman (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Kate Harper,Underwear Chick (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Bob Harris,Man in Truck (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Chuck Hicks,Flower Vendor (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Raymond Johnson,Big Black Man (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Richard Lawson,Homosexual (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Laurie Mock,Third Nude (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Ann Noland,Hippie Girl (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Kathleen O'Malley,Lady in Jaffe's Cafe (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Angela Paton,Homicide Detective (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Victor Paul,Car Driver (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Debralee Scott,Ann Mary Deacon (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Don Siegel,Pedestrian Passing Harry's Car (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Kristoffer Tabori,Hippie Guy (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Tony Dario,Police Sergeant (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Marc Hertsens,Steve - Doctor (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Gordon Chapli,Fireman (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Janet Wisely,First Nude (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Pamela Tanimura,Bus Kid (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Richard Samuelson,Bus Kid (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Derek Jue,Bus Kid (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Sean Maley,Bus Kid (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Diane Darnell,Mayor's Secretary (uncredited),ACTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Don Siegel,unknown,DIRECTOR,Dirty Harry,MOVIE,1971,"['thriller', 'action', 'crime']",7.7,155051.0
Warren Beatty,Clyde Barrow,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Faye Dunaway,Bonnie Parker,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Michael J. Pollard,C. W. Moss,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Gene Hackman,Buck Barrow,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Estelle Parsons,Blanche,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Denver Pyle,Frank Hamer,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Dub Taylor,Ivan Moss,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Evans Evans,Velma Davis,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Gene Wilder,Eugene Grizzard,ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Mabel Cavitt,Bonnie's mother (uncredited),ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Patrick Cranshaw,Bank Teller (uncredited),ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Owen Bush,Policeman (uncredited),ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Clyde Howdy,Deputy (uncredited),ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Russ Marker,Bank Guard (uncredited),ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Ann Palmer,Bonnie's Sister (uncredited),ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Ken Mayer,Sheriff Smoot (uncredited),ACTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Arthur Penn,unknown,DIRECTOR,Bonnie and Clyde,MOVIE,1967,"['crime', 'drama', 'action']",7.7,112048.0
Brooke Shields,Emmeline,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844.0
Christopher Atkins,Richard,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844.0
Leo McKern,Paddy Button,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844.0
William Daniels,Arthur Lestrange,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844.0
Jeffrey Kleiser,Lookout,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844.0
Gus Mercurio,Officer,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844.0
Elva Josephson,Young Emmeline,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844.0
Glenn Kohan,Young Richard,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844.0
Bradley Pryce,Little Paddy,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844.0
Chad Timmerman,Infant Paddy,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844.0
Gert Jacoby,Sailor,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844.0
Alex Hamilton,Sailor,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844.0
Richard Evanson,Sailor,ACTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844.0
Randal Kleiser,unknown,DIRECTOR,The Blue Lagoon,the movie,1980,"['romance', 'action', 'drama']",5.8,69844.0
Gregory Peck,Capt. Keith Mallory,ACTOR,The Guns of Navarone,movies,1961,"['action', 'drama', 'war']",7.5,50748.0
David Niven,Cpl. James Arthur Miller,ACTOR,The Guns of Navarone,movies,1961,"['action', 'drama', 'war']",7.5,50748.0
Anthony Quinn,Col. Andrea Stavros,ACTOR,The Guns of Navarone,movies,1961,"['action', 'drama', 'war']",7.5,50748.0
Stanley Baker,Pvt. 'Butcher' Brown,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Anthony Quayle,Maj. Roy Franklin,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
James Darren,Pvt. Spyros Pappadimos,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Irene Papas,Maria Pappadimos,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Gia Scala,Anna,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
James Robertson Justice,Commodore Jensen / Prologue Narrator,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Richard Harris,Squadron Leader Howard Barnsby RAAF,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Bryan Forbes,Cohn,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Allan Cuthbertson,Maj. Baker,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Michael Trubshawe,Weaver,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Percy Herbert,Sgt. Grogan,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
George Mikell,SS Hauptman Sessler,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Walter Gotell,Muesel,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Tutte Lemkow,Nicolai,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Albert Lieven,Commandant,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Norman Wooland,Group Captain,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Kleo Skouloudi,Bride,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Nicholas Papakonstantinou,Patrol Boat Captain,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Christopher Rhodes,German Gunnery Officer,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
William Hoehne Jr.,German Officer on Navarone,ACTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
J. Lee Thompson,unknown,DIRECTOR,The Guns of Navarone,MOVIE,1961,"['action', 'drama', 'war']",7.5,50748.0
Burt Lancaster,Dolworth,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Lee Marvin,Fardan,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Robert Ryan,Ehrengard,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Woody Strode,Jake,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Jack Palance,Jesus Raza,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Claudia Cardinale,Maria,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Ralph Bellamy,Grant,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Joe De Santis,Ortega,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Rafael Bertrand,Fierro,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Jorge Mart??nez de Hoyos,Padilla,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Marie Gomez,Chiquita,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Jos?? Ch?­vez,Revolutionary,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Carlos Romero,Revolutionary,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Vaughn Taylor,Banker,ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Elizabeth Campbell,Mexican Girl (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Don Carlos,Bandit (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Leigh Chapman,Lady (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Roberto Contreras,Bandit (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Dirk Evans,Man at Door (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Darwin Lamb,Hooper (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Eddie Little Sky,Jake's Prisoner (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
John Lopez,Mexican Servant (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
John McKee,Sheriff (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Philip L. Parslow,Deputy Sheriff (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Ron Veto,Mexican Soldier (uncredited),ACTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Richard Brooks,unknown,DIRECTOR,The Professionals,MOVIE,1966,"['western', 'action', 'european']",7.3,16446.0
Richard Pryor,Himself,ACTOR,Richard Pryor: Live in Concert,MOVIE,1979,"['comedy', 'documentation']",8.1,5141.0
Jennifer Lee Pryor,Herself (uncredited),ACTOR,Richard Pryor: Live in Concert,MOVIE,1979,"['comedy', 'documentation']",8.1,5141.0
Jeff Margolis,unknown,DIRECTOR,Richard Pryor: Live in Concert,MOVIE,1979,"['comedy', 'documentation']",8.1,5141.0
Bing Crosby,Bob Wallace,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Danny Kaye,Phil Davis,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Rosemary Clooney,Betty Haynes,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Vera-Ellen,Judy Haynes,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Dean Jagger,General Waverly,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Mary Wickes,Emma Allen,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
John Brascia,John,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Anne Whitfield,Susan Waverly,ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Bea Allen,Dancer (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Frank Baker,Anniversary Party Guest (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Glen Cargyle,Jeep Driver (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
George Chakiris,Dancer (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Barrie Chase,Doris Lenz (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Lorinne Crawford,Rita (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Franklyn Farnum,Club Patron (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Bess Flowers,Club Patron (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Gavin Gordon,General Carlton (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Johnny Grant,Ed Harrison (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Percy Helton,Train Conductor (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
I. Stanford Jolley,Station Master (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Sig Ruman,Landlord (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Grady Sutton,Mr. Herring (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Herb Vigran,Novello (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Robert Crosson,Albert (uncredited),ACTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Michael Curtiz,unknown,DIRECTOR,White Christmas,MOVIE,1954,"['romance', 'comedy']",7.5,42488.0
Farid Shawqi,Abu Siri,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Hind Rostom,Hanuma,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Youssef Chahine,Qinawi,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Hassan el Baroudi,Madbouli,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Abdel Aziz Khalil,Abu Gaber,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Said Khalil,Jadallah,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Abdel Ghani Nagdi,Sa'idi traveller,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Loutfi El Hakim,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Abdel Hamid Bodaoha,Shawish Hassanein,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
F. El Demerdache,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Said El Araby,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Ahmed Abaza,Mansour,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Hana Abdel Fattah,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Safia Sarwat,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Asaad Kellada,(as Assaad Kellada),ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Naima Wasfy,Hallawatim,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Sherine,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Soheir,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Esmat Mahmoud,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Nawal Morsi,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Gharib Moawad,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Mohamed Mazhar,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Galal Issa,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Mahrous El Garhi,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Ahmed El Tantawi,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
S. Abdel Aziz,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Nadia Lotfi,unknown,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Safia Tharwat,Halawethom,ACTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Youssef Chahine,unknown,DIRECTOR,Cairo Station,MOVIE,1958,"['drama', 'crime', 'comedy']",7.5,4471.0
Gert Westphal,Narrator (voice),ACTOR,Hitler: A Career,MOVIE,1977,"['history', 'documentation', 'european']",7.5,2460.0
Joachim Fest,unknown,DIRECTOR,Hitler: A Career,MOVIE,1977,"['history', 'documentation', 'european']",7.5,2460.0
Jane Fonda,Herself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418.0
Donald Sutherland,Himself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418.0
Pamela Donegan,Herself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418.0
Len Chandler,Himself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418.0
Michael Alaimo,Himself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418.0
Holly Near,Herself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418.0
Paul Mooney,Himself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418.0
Rita Martinson,Herself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418.0
Peter Boyle,Himself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418.0
Steve Jaffe,Himself,ACTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418.0
Francine Parker,unknown,DIRECTOR,FTA,MOVIE,1972,"['war', 'documentation', 'music', 'comedy']",6.2,418.0
Farid Shawqi,Mohsen's Father,ACTOR,Alexandriaƒ?? Why?,MOVIE,1979,['drama'],7.2,1727.0
Mahmoud el-Meliguy,Qadry,ACTOR,Alexandriaƒ?? Why?,MOVIE,1979,['drama'],7.2,1727.0
Ezzat El Alaili,Shaker,ACTOR,Alexandriaƒ?? Why?,MOVIE,1979,['drama'],7.2,1727.0
Youssef Wahby,Souril,ACTOR,Alexandriaƒ?? Why?,MOVIE,1979,['drama'],7.2,1727.0
